brand_id;brand_name
5356456;Респект Продакшн
5356457;САРАТОВ
5356458;СВИЯГА
5356459;СВЯЗЬТРАНЗИТ
5356460;СЕЛЕНА
5356461;СЕРВИС-ЗВУК
5356462;СИБИНТЕРКОМ
5356463;СИБИНТЕРЛИНК
5356464;СИДИЛЕНД
5356465;СИЛУЭТ
5356466;СЛАВДА
5356467;СЛОН
5356468;СОЮЗ
5356469;СР Диджитал
5356470;СТАРТ
5356471;СТЕК
5356472;СТЕКЛОКОМПЛЕКС
5356473;СТЕКЛОМИР
5356474;СТИЛЬ
5356475;СТК
5356476;СУПЕР-ПЛЮС-ТУРБО
5356477;Сибинтерком
5356478;Сидиленд
5356479;Союз
5356480;Спарк
5356481;Стекломир
5356482;Стиль
5356483;ТАЙФУН
5356484;ТВИК
5356485;ТЕЛЕ-КОМ
5356486;ТЕЛЕПОРТ
5356487;ТЕЛЕТРОН
5356488;ТЕПЛОМАШ
5356489;ТЕРЕМОК
5356490;ТЕРМЕКС
5356491;ТЕХНОХИМ
5356492;ТИМСОН
5356493;ТРАНС ЛИНК
5356494;ТРАНСВИТ
5356495;ТРОПИК
5356496;ТФ НИКИТИН
5356497;ТФ Никитин
5356498;Твик
5356499;УЛЬТРА ЛАЙТ
5356500;УЛЬЯНОВСК GSM
5356501;УРАЛ
5356502;УУСС
5356503;ФИРМА ГРАМЗАПИСИ Н
5356504;ФОТОСТИЛЬ
5356505;Фирма Грамзаписи Н
5356506;Фишкин
5356507;ХАЛЯВА
5356508;ХАРЬКОВ
5356509;ЦЕНТЕЛ
5356510;ЧИТА-ОН-ЛАЙН
5356511;ЧУВАШИЯ МОБАЙЛ
5356512;ЭКСМО
5356513;ЭЛЕКТРОН
5356514;ЭЛИКОР
5356515;ЭЛЛИС
5356516;ЭЛФОРТ
5356517;ЭЛЬДОРАДО
5356518;Эврика
5356519;ЯНДЕКС
5356520;ЯРОСЛАВЛЬ-GSM
5356521;ЯУЗА
5830316;ПРОСТО ЧИСТО
5830374;TOP DEVICE
5838092;BABYLINE
5838094;Я САМАЯ
5838134;STADLER FORM
5838183;COWAY
6527597;DAEWOO ELECTRONICS
6527602;NISSIN
6527605;HOYA
6657286;ECO.STYLE
6657439;MORDAUNT
6793631;LANRIZ
8704531;PURE ACOUSTICS
8704540;PENSOFAL
9582316;MCAFEE
10802104;FUNC
11304829;SMART COFFEE CLUB
11304883;GOLDSTAR
15141227;PORT DESIGNS
15575219;BEATS
15944726;TELEKARTA
18204050;RUSSELL HOBBS
18926354;ТРИАЛ
21590977;VELODYNE
21591088;SMARTTRACK
22026070;FORESTER
22839004;EXEQ
22839073;MAXIMA
22839115;LOCUS
23381866;ZOGA
24929812;BLACKBERRY
27195896;RAPOO
28573357;XTREMEMAC
28573627;BUGATTI
28573693;ELEMENT
31007848;LIBERTI-BUK
31007881;FIRSTBIKE
32107936;ЭГМОНТ
32107981;FLAMA
32298943;IDESIGN
37422322;APEX
37422565;GA.MA
45690958;TRENDNET
49250915;SGP
57371035;SMARTBUY
58954036;LAMBORGHINI
58954105;IRIDIUM
58954111;FENICE
62345309;TELEFUNKEN
69591304;JOY D
71894816;ION
72781712;СР ДИСТРИБУЦИЯ
72815552;COMFORT
78210424;LAPLAYA
85379603;AUDIO-TECHNICA
85379708;DREAMGEAR
88267564;VOBIX
90990137;HITT
98064295;GIGABYTE
134954228;PNY
134955554;BODYKRAFT
135014450;FUJITA JAPAN
137599580;RIDIAN
137885978;ALION
139455278;SQUARE ENIX
139856156;БЮРОКРАТ
140106698;NAMCO
140788951;ROCCAT
144130580;BRIGITTA
144215678;ST
144494882;ARK
145220318;MICROMAX
145697660;AKENORI
146298500;TIVION
147166664;GOPRO
149041370;SPEEDLINK
150012643;BLACKVUE
150012781;PRINCESS
150302876;ETULINE
150511808;DE ROCCIS
151729244;DF
152023051;HOMEDICS
155659117;SILK'N
156345176;TUTTI FRUTTI
156394310;THULE
156832580;PLANTA
157235498;ZANZOON
157240885;TREK PLANET
157470848;CATERPILLAR
158031943;RELAX
158123815;JAWBONE
158290076;AEE
158457860;ZAMEL
158626772;GIOTECK
158626802;WALTHER
159042787;4GAMERS
159042865;THETFORD
159042913;OURSSON
159159068;GREENPAN
159357625;ARKDEVICE
159396061;ROSS&MOOR
159458641;WEXLER
159615074;MERRIES
159796340;WOODY O'TIME
159796406;TACTIC
159796418;RUBIK'S
159796430;SLINKY
159796448;ETCH-A-SKETCH
159796472;RECENT TOYS
159796514;MEFFERT`S
159796538;ZING
159796562;MAGIC 8 BALL
159796580;LABIRINTUS
159796598;NEOCUBE
159816014;AL-KO
159816050;ELITECH
159816392;PLAY-DOH
159972985;INTRO
159973279;TPF
159973291;HASBRO
159973303;BASIC CONCEPT
159973315;ABTOYS
159973459;LIL WOODZEEZ
159973477;FUNVILLE
159973501;SHINER TOYS
159973621;SUPER LEADER
160937617;FILLY
160937695;SPIN MASTER
160937731;TAMAGOTCHI
160937815;KIDSPAD
160937839;LALALOOPSY
160937971;ZAPF CREATION
160938091;CUBICFUN
160938853;WELLY
160939261;BEN 10
160939291;SPYNET
160939885;POWERTRAINS
160940515;DESYATOE KOROLEVST
161091740;SWITEL
161091776;RAMILI
163459501;HOBBY WORLD
163459561;PIATNIK
163459609;1TOY
163459675;LEGO
163460005;HUTER
163460101;MATTEL
164859824;DUUX
169152008;STRIIV
169152068;TAF TOYS
169152092;MYAKISHI
169152200;PLATINUM
169152386;BRABANTIA
169152883;CHICCO
169575295;HUGGIES
169575493;FISHER PRICE
169579778;KALIBR
169813861;RINZO
169813879;JUNFATOYS
169813909;LITTLE TIKES
169813987;HTI
169814059;EDUCA
169814113;SWIMTRAINER
169849417;HAPPY BABY
170014310;FASHIONCASE
170014394;PIGEON
170127211;BOJEUX
170163662;HAMMER
170237624;BEBE CONFORT
171852710;PLAYGRO
171852848;CANPOL BABIES
172037617;ANZO
172037779;ДЭМИ
172037797;COOKOOWATCH
172037821;PUMA
172268426;HIPER
172571329;PURO
172571581;RASTAR
172571809;JINGA
174326696;LEATHERMAN
175159687;CUCKOO
175380433;ORB
175519339;VILEDA
177238639;KOTO
177450433;ME TO YOU
177450475;MARLEY
177450715;TROFI
177555307;MUVIT
177555319;FERRARI
179931914;MIOSHI
180215888;ИСКРА
180216002;ГРИЛЬКОФФ
180216122;BMW
180216134;TAYLOR
180216188;GUESS
180216416;VESPA
180216428;KENZO
180216722;ЗУБР
181124851;SHARNDY
181125367;ERGOMAX
181492976;SVAROG
181512553;CACTUS
181512787;SAFETY 1ST
181512829;RENOLUX
181622941;KERO
182635796;MOE SOLNYSHKO
182635826;MOROZKO
183634376;FITBUG
183988969;AGESTAR
184232179;KSG
184232203;ROYAL&LANGNICKEL
184232251;SES-CREATIVE
185633694;PARK
185723278;NINJA CORPORATION
185723674;4M
185730441;GOOGLE
186494026;KROMAX
186494070;ARM MEDIA
186494090;PROJECTA
186494098;LUMIEN
188661449;ALLIED TELESIS
190469478;PARROT
191504798;QCYBER
191504850;FORT
191504890;LUXSAN
191504922;PELIGRIN
191504954;HELEN HARPER
191504982;MOONY
191505002;GOON
191603726;SANOSAN
191603774;AQA BABY
191603850;EURON
191986634;WERT
192722594;РЫЖИЙ КОТ
193220537;VASH PODAROK
193220605;WARNER BROS
193412737;UNIQ
197698305;СИЛА
197698365;SCOTCH
197698377;МОМЕНТ
197885429;CATERPILLER
197885465;RUGGEAR
197886241;TIMOTEI
198448862;CRESYN
198858966;BRАUN
198972262;SPLAT
199076068;BABYBJORN
199780543;ALTACTO
199780555;OGOSPORT
199780647;VENOM
202691216;JAM
202914276;ZODIAK
202914332;MAGFORMERS
203542264;ACCADEMIA MUGNANO
204541224;BRATZ
205616727;CRAYOLA
205616863;ADA INSTRUMENTS
206557999;SAPPHIRE
206558099;POWERCOLOR
206558123;PALIT
206559087;ASROCK
206559763;AEROCOOL
206559771;FSP
206559795;HIPRO
206559807;THERMALTAKE
206559831;SEASONIC
206559907;NORDPLAST
206570816;LINKWORLD
206570844;AXON
206576899;AMD
206580479;ARCTIC FORCE
206580571;MIWORLD
206580587;SEW COOL
206584568;ACCORD
206584612;FRACTAL DESIGN
206584844;FORMULA
206584936;FOXCONN
206584972;XIGMATEK
206585020;NZXT
206585220;HYNIX
206585228;KINGMAX
206585532;CRUCIAL
206585592;GLACIALTECH
206585608;ZALMAN
206767612;… С ДЫМКОМ
206768192;GREEN GLADE
207135364;AURA
207135504;FAMOSA (NANSY)
207135524;FIVE STARS
207135556;PROF BOX
208249524;KITSOUND
208249640;ANGRY BIRDS
210485763;LITTLE SIBERICA
210485851;BUBCHEN
210570219;НЕВСКИЙ КРЕПЁЖ
210761944;FAMILY FUN
211999907;БОЛЬШОЙ ПРАЗДНИК
212180908;TERMISIL
212374904;DRAKOSHA
212374912;MALENKAYA FEYA
213830696;BESTWAY
213830752;VIVID
213830800;DRAGON
213830828;NORDLAND
213830964;MEGA BLOKS
214331371;MOOSE
214331443;PAMPERS
214331487;TESCOMA
215635407;FARO
215635531;MOOSE MOUNTAIN
215635563;FAMOSA (PYNYPON)
215834899;NUK
215840783;ESSCHERT DESIGN
217024135;CYBEX
217041680;ZEROWATT
217042144;MISFIT
217045315;GREEN APPLE
217045371;ЭРА
217248432;PEG-PEREGO
218393920;HARPER
219116748;BLOCKER
219116856;WESTER
219612867;ROMBICA
219713484;PROFFI
219778423;MAXI-COSI
219778903;REDVERG
219825200;BOYSCOUT
219825240;SIMBA
219825252;SMOBY
219839196;SCHIPPER
219839272;DICKIE
219839348;UPVEL
219853972;MULTI-PULTI
219854140;NANIA
219892036;MAJORETTE
219892076;JOY TOY
219892104;MASHA I MEDVED
219892112;СОЛНЦЕ И ЛУНА
219892140;BIBI
220802168;K'S KIDS
220802292;TINY LOVE
220803424;BOUNTY HUNTER
220803468;GARRETT
220803716;IMC TOYS
223548732;VORTEX
223548748;ECOS
224230647;RORAX
224230667;TUBA
224268708;RUNTASTIC
224268760;IRWIN
224779656;PCHYELKA MAYA GT
224779664;GIOCHI PREZIOSI
224779780;RAINBOW LOOM
224779788;TRUNKI
224779836;FIKSIKI
224779860;MANLEY TOYS
224779872;ZATEYNIKI TM
224791083;LANDMANN
225396324;S+S TOYS
225396360;PARTY ANIMALS
226799907;MEDIAGADGET
226799939;CLEVER
226800239;ROBOCAR POLI
228245872;ANDRONI GIOCATTOLI
228245888;ZHORYA
228246028;HELLO KITTY
228255831;FIXIKI
229355380;SPARCO
230575960;LITTLE BEETLE
230576204;MEINE LIEBE
230576316;DR.BECKMANN
230576380;FROSCH
230576484;EMSAL
232543595;БАННЫЕ ШТУЧКИ
233557919;WILMAX
235193656;DREMEL
235193700;GOOD&GOOD
235193780;INTEX
235194024;JILONG
235194052;FEBER INTERNATIONA
235297211;PATRIOT
235298579;JULIA VYSOTSKAYA
235298599;EDIM DOMA
235298695;VTECH
235916784;DAESUNG
235916792;POWERTRAINS&CONSTRUCTIONS
235916804;VOOV
235916820;STAR WARS
237139764;ANYMODE
237139856;COZY
237139872;BABIES
237139880;BEEANGEL
237139912;AIR HOGS
237139988;SANDS ALIVE
237140072;DOCTOR PLUSHEVA
237140160;DISNEY PRINCESS
237140176;MOXIE
237140208;BIG FIGURES
237140420;FLYING FAIRY
237751143;STRIASAN
237751159;ROMER
237751391;VIOLET
237836452;ANY KIDS
237874840;MSTITELY GT
239096839;NIZ
239096907;INGREEN
239096943;SVIP
239096951;PLASTIC CENTRE
240336692;TECHNOPARK
240336760;POTETTE PLUS
241407648;MARVEL
241407800;OUAPS
241407828;DIONO
241505359;VIP LEX
241505431;EXPEL
242140496;BRANQ
243980076;ZIPFY
243980192;MAK
244022855;BABYSMART
244022879;FIRST BIKE
246128552;BARBIE
246128656;TY
246245204;SONATA STYLE ТМ
246767548;HERDMAR
246961120;TOMY
246972248;GARDENA
246972264;MINILAND
247574899;WINX CLUB GT
249404696;NAVIGATOR
250117756;ZILMER
250117840;HOT WHEELS
250117904;BOOMCO
250117928;MAX STEEL
251978380;MARIAN PLAST
252030255;MONSTER HIGH
254826052;WHITE FOX
256965136;GARDEX
256965184;РАПТОР
256965308;NEOLINE
257030119;NATURIN
257031784;HYDRO FORCE
257599407;VALIANT
257806891;CROSSER
257806903;KOLNER
259776724;FALCA
259776732;GUCA
259776808;EVER AFTER HIGH
259776912;YG SPORT
264898888;LITTLE ANGEL
266364764;СТАВР
268195124;KIOKI
268386152;EXPLOYD
268420668;MAMAN
268424264;TURBOSPOKE
270451474;MINELAB
274325269;COMMAND
274325365;TOLO TOYS
276226496;КОРАЛЛ
276226504;PASABAHCE
276307104;KINETIC SAND
278721256;MAMA COM.FORT
278721907;LINEA LORE
278750623;ЛЕЖЕБОКА
278750650;TROYKA
278963292;SENSEIT
279493384;REXEL
279493396;ВОЛШЕБНАЯ НОЧЬ
281305960;PANDA
281306008;VEROSSA КОНСТАНТЕ
281306047;ГАРМОНИЯ
281306077;ОБЛАЧКО
281445274;SCHOLL
281445316;HOMEQUEEN
281445370;COMFORT LINE
281445379;VEROSSA
281445388;GREEN LINE
281445661;FRESH CODE
281628140;FORA
281628232;KLEBER
283160148;WINX
283160752;CORSA
285140264;ARLONI
285156768;COOK N'SHARE
285162320;KITFORT
285776036;RILEY
285776500;МАЛЕНЬКИЙ МАГ
285852640;EASTCOLIGHT
285852648;LEARNING JOURNEY
285866384;SCOOLI
285866420;PLASTMASTER
287662040;YMKA
287662516;ZWILLING
287717228;STRELA RACING PRO
287795444;TEHNOPARK
287795508;GOROD MASTEROV
287795544;BIG
288420924;LEEF
288459347;MC2
288498519;COUGAR
288498579;TESORO
291072311;MAD CATZ
291072375;SIGER
291072503;GAMES CORPORATION
291072531;NANOBLOCK
291132899;MARVO
291180736;TANGLE
291180748;AERO-YO
291180764;YOYOFACTORY
291180776;RORY'S STORY CUBES
291180856;HAUCK
291224664;TOUCHBEAUTY
291224712;LAICA
291224760;BODY TIME
291224980;PETIT TERRAILLON
293123515;IGRAEM VMESTE
293123655;COLGATE
293190495;DOCHA&MAMA
293190743;NIVEA
293190767;MAGNOLIA HOME
293954752;MALENKIY MAG
293954764;ZLATEK
295473132;ACTION!
295473232;INDEX
295473256;PAPER MATE
296511848;MELALA
296511912;MULTIART
298590435;FORNELLI
298921067;MOLFIX
300190688;MSZ
300190784;MAXITOYS
302197855;SPIRELLA
302197863;PAW PATROL
302197883;PLASTELINO
302197935;SMARTERRA
302238228;NASHA MAMA
302238580;JAK LINN
304200983;MAXI LIFE
304201039;MADPAX
305058212;BONDIBON
306073776;NOVATRACK
306979160;EFCO
306979208;CRAFTSMAN
307080468;PINTINOX
309384391;HAPPY BAND
309384443;АКСИОН
310573423;STIGA
310573535;ALPINA
311041507;WORLD OF TANKS
312908480;RHOMBUS
312908488;SCHWARTZ
315536839;COZISTYLE
315536871;BALBI
319183571;EXPERT
319183795;CBR
319183823;KORALL
322761320;СОЛНЕЧНЫЙ ДОМ
322761484;AZBUKVARIK
322761492;SLUBAN
322862972;MIESSA
322862980;VIOLETTO
323293164;DRAGONS
323293180;MILES
323293216;LBX
323293396;KITCHENAID
323384478;LOOM TWISTER
323386818;THE BRIDGE
323389154;TASIA
323438902;KXL
323530398;I-STAR ENT. HK,LTD
325194035;BOLEY
325201188;RESANTA
325232328;ROCS
325232424;KNITS COOL
325232456;НЕЖНОСТЬ
325306235;FASHION FANTAZY
327795239;MEHANO
327795279;GREEN MAMA
327795299;ESSENCE ULTIME
327795315;GLISS KUR
327940900;FORTUNA GAMES
327940960;GOT2B
327941020;DIADEMINE
327941272;SNOWSTORM
328030447;NATURA SIBERICA
328030719;LIBERO
328482991;WEINA
329315184;TEANA
330440383;MECCANO
330440543;JOHNNY THE SKULL
330440599;LOSHADINAYA SILA
330503776;NATURELLA
330503788;DISCREET
330503800;TAMPAX
330503832;ALWAYS
330503916;РУНО
330945788;ТРОФИ
330978987;LIBREDERM
330979063;LISTERINE
330979119;NEUTROGENA
330979199;OLD SPICE
331079775;PLAYBACK
331079815;OLAY
331079927;BALIO
332353467;AXE
332353475;CLEAR VITA ABE
332353491;DOVE
332353563;TONI&GUY
333146332;DJI
333768632;HOOX
336476767;SALON DEAPRES
336476775;NATVRA
336476791;REVEUR
336476831;VOLOUTE
336476899;BOTANIKA
336476931;NAGARA
336476939;DENTALPRO
336476983;DEOSTICK
336477063;JAPAN GALS
336477095;SOSU
336477135;NAPLA
336477143;FERNANDA
336477367;4GOOD
336651560;DDSTYLE
336707783;SYOSS
336707807;TAFT
336707843;AUSSIE
336707851;WELEDA
336707883;GARNIER
336707895;L'OREAL
336707967;MEDELA
336708003;MR BEAMS
336828411;DESSANGE
336828603;SNOWMEN
337059196;TANGLE TEEZER
337059220;ROSE OF BULGARIA
337059336;SUNSTAR
337059352;HILARIS
337059368;MY ROSE
337059400;WELLA
337059552;LUVABLE FRIENDS
337059564;HUDSON BABY
337059584;SPASILK
337059616;BABYDAYS
337059824;DEPPA
339083099;MARNA
339083287;EOS
339083843;RAVENSBURGER
339564044;DJEKO
339564072;JOHN
339564092;SYLVANIAN FAMILIES
339662007;VEET
339662143;LE PETIT MARSEILLAIS
339662375;CHUGGINGTON
339662587;MEPSI
340118103;LACALUT
340118155;CHERNIY ZHEMCHUG
340118163;REXONA
340118627;BRIGHT STARTS
340118787;LIP SMACKER
340118979;EMERL
340118991;WIDE HAITER
340119003;ATTACK
340119023;LIQUI MOLY
340161771;ADIDAS
340161795;TOUCH IN SOL
340162387;КРИПТЕКС
340162611;БАРХАТНЫЕ РУЧКИ
342062703;HOLIKA HOLIKA
342062719;THE FACE SHOP
342063107;MUKUNGHWA
342216696;ADIRI
342233010;PEPPA PIG
